id,isBadLoan,Usage
994601,0,Private
610240,0,Public
826532,0,Private
679309,0,Private
496970,0,Public
777801,1,Public
516256,0,Private
707315,0,Public
365714,0,Private
1058892,1,Private
1005771,0,Public
813159,0,Private
391230,0,Private
1047885,0,Public
475269,0,Public
843168,0,Public
427685,0,Private
474032,1,Public
1047082,0,Private
1055240,0,Public
572633,0,Public
539355,0,Private
788571,0,Private
797777,0,Private
531181,0,Private
465367,0,Public
623317,0,Private
689883,0,Public
1004167,1,Private
450171,0,Private
740683,0,Private
641427,0,Public
422979,0,Public
506881,1,Private
451016,0,Public
863350,1,Public
358734,0,Private
761798,1,Private
611933,0,Public
411201,0,Public
595648,0,Private
370308,1,Public
745255,1,Private
769114,0,Public
739645,0,Private
657465,0,Private
500784,0,Public
957739,0,Public
381877,0,Public
637086,0,Private
1060581,0,Public
695093,0,Private
459562,1,Private
746780,0,Private
631273,0,Private
756487,0,Private
456032,0,Public
458675,0,Private
552402,0,Public
440108,0,Public
1046245,0,Public
466978,0,Public
825187,0,Public
679159,0,Private
858359,0,Private
518722,0,Public
846396,1,Private
454047,0,Private
665781,0,Private
591725,0,Public
532352,0,Private
180535,0,Private
752732,0,Private
641989,0,Public
750342,0,Public
366208,0,Private
703237,0,Private
1052800,0,Public
1038907,1,Public
424311,0,Private
865019,0,Public
444466,0,Public
373637,0,Private
878123,0,Public
636969,0,Private
803352,0,Public
871889,0,Public
874326,0,Public
981451,0,Public
623243,0,Private
788259,0,Public
643840,0,Public
246276,1,Private
518786,0,Private
788661,0,Public
459845,0,Public
655306,0,Public
1007174,0,Private
1057080,0,Public
492377,0,Public
449296,0,Public
718573,0,Public
1040029,0,Public
614859,0,Public
840699,0,Public
989195,0,Public
789009,0,Private
828254,1,Private
707368,0,Public
1054441,0,Private
983992,1,Public
814621,0,Private
369880,0,Public
987401,0,Private
427666,0,Public
318725,1,Private
879540,0,Public
840121,0,Public
705535,0,Public
463123,0,Private
1038761,0,Private
636587,0,Private
965957,0,Public
148473,1,Public
517522,0,Public
435180,1,Private
1040347,0,Private
857545,0,Private
994720,0,Private
363367,0,Private
789232,0,Private
676630,0,Public
406463,0,Private
1053910,0,Public
1014640,0,Private
885986,0,Private
849741,0,Private
764628,0,Public
633071,0,Private
582198,1,Public
706357,0,Public
641384,0,Private
456278,0,Private
996881,0,Public
681511,1,Private
363328,0,Public
680992,1,Public
669660,0,Private
803050,0,Public
976952,0,Public
781904,0,Private
666473,0,Public
787056,1,Public
726651,0,Private
779194,0,Private
819711,0,Public
1047248,1,Private
526586,0,Private
462762,0,Public
517179,0,Private
1042046,0,Private
857636,0,Public
1064133,1,Private
425000,0,Public
378150,0,Private
646082,0,Public
684843,0,Public
493558,0,Private
1044140,1,Public
572259,0,Private
549494,0,Private
729524,0,Private
457351,0,Private
370084,0,Private
1045458,0,Private
688201,0,Private
1004079,0,Public
875206,0,Private
885095,0,Private
430963,0,Public
622608,1,Public
585470,0,Private
675248,0,Private
668994,0,Public
615346,0,Public
511157,0,Public
1033487,0,Private
754052,0,Private
1064862,0,Private
822998,0,Private
396631,0,Private
530765,0,Private
986731,0,Private
1016351,0,Private
473486,0,Private
833957,0,Public
511908,0,Private
738782,0,Private
530856,1,Public
443834,0,Public
879746,0,Private
740012,0,Private
604779,0,Private
976344,0,Public
744834,0,Private
1004071,0,Private
494693,0,Public
726513,0,Public
801226,0,Public
670942,0,Public
1046712,0,Private
638621,0,Private
428175,0,Private
1036112,0,Private
716122,0,Private
427415,0,Private
462230,0,Public
838454,0,Public
871319,1,Private
813821,0,Public
495881,0,Private
475455,0,Public
354297,0,Public
714517,0,Public
801643,0,Private
522602,0,Public
798758,0,Private
517253,1,Public
491443,0,Public
987080,0,Private
556873,0,Public
485666,0,Private
1051764,1,Public
733727,0,Public
745215,0,Private
1033851,0,Private
1035067,0,Public
756725,0,Public
762630,1,Public
677683,0,Public
879569,0,Public
1022314,0,Private
631700,0,Private
1016535,0,Public
665552,0,Private
557692,0,Private
641876,0,Public
788425,1,Public
414952,0,Public
873865,0,Public
766091,1,Public
696256,0,Private
730188,0,Public
1017556,0,Public
988224,0,Public
668941,0,Private
990374,0,Private
452132,0,Public
483549,0,Private
624576,0,Public
875179,0,Public
863561,0,Private
1064183,0,Public
510748,0,Private
239761,0,Public
1050827,0,Private
673623,1,Public
1024044,0,Public
708823,1,Private
482139,0,Public
868411,0,Private
829157,0,Public
645507,0,Public
392575,0,Public
1058042,0,Private
468796,0,Private
396521,0,Private
497228,0,Private
989434,0,Public
376408,0,Public
541336,0,Public
519688,0,Public
726070,0,Private
617149,0,Private
699725,0,Private
862932,0,Private
436018,0,Private
326299,0,Private
120525,0,Private
416793,0,Private
817000,1,Public
426673,0,Public
670092,0,Private
620875,0,Private
270568,0,Private
751807,0,Public
512659,0,Private
564825,0,Public
577147,0,Private
610871,1,Private
518893,0,Public
730919,0,Private
492183,0,Private
374720,0,Private
778904,0,Public
787317,0,Public
537226,0,Public
778534,0,Private
712171,0,Public
828978,0,Private
561859,0,Private
471606,0,Private
749988,0,Public
1038123,0,Public
703866,0,Private
481667,0,Private
666920,0,Private
724550,1,Public
874759,0,Public
592772,0,Public
603576,0,Private
801181,1,Public
571352,0,Private
443000,0,Public
714755,0,Public
443215,0,Private
532637,0,Private
671238,0,Private
806736,0,Public
492091,0,Private
812779,0,Public
650023,0,Public
498871,0,Public
860567,0,Private
1032131,0,Private
1026594,1,Private
778172,0,Private
856726,0,Private
642867,0,Private
599558,0,Public
592738,0,Private
720394,0,Private
713038,0,Public
490435,0,Private
726634,0,Public
601083,0,Public
1007010,0,Private
526992,0,Public
583337,0,Public
609638,0,Public
696973,0,Public
996176,0,Public
508319,0,Private
605897,0,Private
1035202,0,Public
1030795,0,Public
365338,0,Private
466091,0,Public
373052,0,Public
706705,0,Private
1051506,0,Public
888296,1,Private
710624,0,Private
807326,0,Public
633860,0,Private
772702,0,Private
353071,0,Public
431183,0,Public
662771,0,Private
1062146,1,Private
847675,0,Private
478815,0,Public
434246,1,Private
999834,1,Public
1023014,0,Private
249699,1,Private
816096,0,Public
1023228,0,Public
633181,0,Public
579111,1,Private
361495,0,Private
725888,0,Public
845387,1,Public
1062474,0,Private
969259,0,Public
382535,0,Public
665503,0,Public
352346,0,Public
448055,0,Public
483804,0,Public
668677,0,Public
1028635,0,Private
641847,0,Public
979659,1,Private
723667,0,Private
495663,0,Private
706492,0,Public
533627,0,Public
240105,0,Private
384254,0,Private
1032357,0,Public
813185,1,Private
436438,0,Private
548545,0,Private
790875,0,Public
437580,0,Public
664211,0,Private
501659,0,Public
405486,1,Private
671613,0,Private
885922,1,Public
784950,0,Private
444021,0,Private
879162,0,Private
465470,0,Public
1030910,0,Private
593140,1,Private
1036257,0,Public
436687,1,Public
585419,0,Private
276979,0,Private
788489,0,Public
1065020,0,Public
379436,0,Private
825043,0,Private
590474,0,Private
719381,0,Private
796402,0,Private
468738,0,Private
665748,1,Public
968759,0,Public
490022,0,Private
261281,0,Public
774938,0,Public
1034802,0,Private
700978,0,Private
524955,1,Public
635634,0,Public
698547,1,Public
845758,0,Public
1036932,0,Private
690036,0,Private
986381,0,Private
471360,0,Private
429374,0,Public
831941,0,Public
723368,0,Public
481943,0,Public
767325,0,Private
767151,0,Private
1016307,0,Public
593254,0,Private
690842,0,Private
490731,0,Private
981435,0,Private
920743,1,Public
763295,0,Private
1009474,0,Public
1026529,0,Private
460109,0,Public
787255,0,Public
768140,0,Public
715546,0,Private
434074,1,Private
669002,0,Public
792694,0,Public
1003593,0,Public
1062094,0,Public
725989,0,Private
462714,1,Public
643114,0,Private
823133,1,Private
536354,0,Public
878693,0,Public
714567,0,Public
865553,0,Private
459966,0,Private
600535,0,Private
971262,0,Private
1068111,1,Private
795264,0,Private
1059627,0,Private
728590,0,Private
566560,0,Private
1039609,0,Public
485035,0,Public
741883,0,Public
597550,0,Public
426375,0,Private
546460,1,Private
442661,1,Public
976811,0,Private
708355,1,Public
862494,0,Public
642662,0,Public
601131,0,Private
832428,0,Private
614623,1,Private
208191,1,Private
777252,1,Private
616933,0,Private
658815,0,Private
548609,0,Private
984775,0,Private
872924,0,Private
1033765,0,Private
514473,0,Public
575382,0,Public
800098,0,Private
851092,0,Public
756328,0,Private
807060,0,Public
624006,0,Public
711082,1,Private
553852,0,Private
455871,1,Private
605290,0,Public
504534,0,Private
615117,0,Private
777838,0,Public
454075,0,Private
584238,0,Public
566457,0,Public
864070,0,Private
1012584,1,Private
1049844,0,Private
430156,0,Public
735873,0,Private
516089,0,Public
895682,0,Private
369835,0,Private
393791,0,Public
721530,0,Private
1011471,0,Private
791406,0,Private
573841,0,Public
483565,0,Private
633936,0,Public
877151,0,Private
985708,0,Private
782786,0,Public
619342,1,Public
522012,0,Private
446350,0,Private
571066,0,Private
602401,0,Public
635334,1,Public
856073,1,Public
388872,0,Public
566131,0,Public
519238,0,Public
550122,1,Private
1025574,1,Private
1007441,0,Public
509895,0,Public
708575,0,Public
1031692,0,Private
512406,0,Private
726130,0,Private
631419,0,Private
838648,0,Public
486802,0,Private
888558,1,Private
712914,1,Public
413227,0,Public
806667,0,Private
433031,0,Private
750920,0,Public
843731,0,Public
710690,0,Public
421492,0,Public
775388,1,Public
498496,0,Private
765714,0,Public
586617,0,Private
821317,0,Private
430804,0,Private
399917,1,Private
373772,0,Public
537804,0,Public
460920,1,Private
512619,0,Private
548024,0,Private
1009187,0,Private
1053430,0,Public
855586,0,Private
398687,0,Public
850828,0,Private
844427,0,Public
516826,0,Private
992222,0,Private
512656,0,Private
627320,1,Public
612238,0,Public
843653,1,Private
363389,1,Public
981410,0,Public
589764,0,Public
1035655,0,Public
847243,0,Private
629231,0,Public
760810,0,Private
708288,0,Public
485205,0,Public
809015,0,Public
509090,0,Public
462848,0,Public
1065342,0,Public
470001,0,Public
1054292,0,Public
717415,0,Public
433166,1,Private
1020243,0,Public
807939,0,Private
884501,1,Private
586686,0,Public
644089,0,Public
222488,0,Private
497829,0,Public
1065863,0,Public
840203,1,Private
391113,0,Public
628540,0,Private
889156,0,Public
823379,0,Private
644111,0,Public
806869,0,Public
841014,1,Public
833775,0,Public
1049803,0,Private
759384,0,Public
686248,0,Private
572573,0,Private
376088,0,Public
435800,0,Private
642831,0,Public
612862,0,Private
663698,0,Private
522030,0,Private
523894,0,Private
722624,0,Private
548886,0,Public
503021,0,Private
616825,0,Public
533036,0,Public
1056866,0,Public
870128,0,Public
368493,0,Public
609505,0,Private
469077,0,Private
780011,0,Public
770783,0,Private
571542,0,Public
821899,0,Public
533822,0,Private
635621,0,Private
617788,0,Private
495685,0,Public
613991,0,Private
622016,0,Public
472986,0,Private
888152,0,Public
570024,1,Private
643215,0,Private
1015868,0,Public
382077,0,Private
677677,0,Private
606137,0,Public
543003,1,Private
623428,0,Private
444862,0,Public
548481,0,Private
423396,0,Public
761509,0,Public
620716,0,Public
500513,0,Private
613010,1,Private
841714,0,Private
380553,0,Public
989781,0,Private
729260,0,Public
746314,0,Public
540925,0,Public
726232,0,Private
1031612,0,Private
232302,0,Private
459173,0,Public
526671,0,Private
677086,0,Public
785695,0,Private
617588,0,Public
1060046,0,Public
558006,1,Private
461556,1,Public
613541,0,Public
1068090,0,Private
670585,0,Private
874038,0,Private
1023877,0,Private
388115,1,Public
598833,1,Public
296903,0,Private
389074,0,Public
627485,0,Private
758995,0,Public
433832,1,Public
660692,0,Private
506962,0,Public
547880,1,Private
432271,0,Private
737605,0,Public
1028224,0,Private
1068078,0,Public
584277,0,Public
606690,0,Public
601810,0,Private
780521,0,Private
574811,1,Public
1008460,0,Private
764963,1,Public
450716,0,Public
816447,0,Public
680485,0,Private
612160,0,Private
531858,0,Private
601922,0,Private
702013,0,Public
635320,0,Private
1043814,0,Public
470224,0,Private
488128,0,Public
682246,1,Private
911806,0,Private
166437,0,Private
544895,0,Private
1061279,0,Public
842387,0,Private
880370,0,Private
479625,0,Public
812120,1,Public
497019,1,Private
497288,0,Public
435004,0,Public
504233,0,Public
820815,0,Public
633091,0,Private
505615,1,Public
812803,0,Public
865817,0,Private
356919,0,Public
602679,0,Private
359970,0,Private
529749,1,Private
972129,1,Public
970600,0,Public
980278,0,Private
585408,0,Private
713383,0,Public
1059447,0,Private
253973,0,Public
1039464,0,Private
542709,0,Public
716221,1,Private
547713,1,Public
1011748,0,Public
389965,0,Private
1026420,0,Public
818015,0,Public
662722,0,Private
1044959,0,Private
752240,0,Public
714951,0,Private
875305,1,Private
814049,0,Public
733680,0,Public
636387,0,Public
528490,0,Private
966843,0,Private
476062,1,Private
782260,0,Public
647548,0,Public
370346,0,Private
729112,0,Private
1063700,0,Public
554536,0,Private
770260,0,Private
784597,0,Private
656945,1,Private
621261,0,Public
781216,0,Public
985493,1,Public
1061814,0,Public
888702,0,Private
467274,0,Public
806051,0,Private
383701,0,Public
499467,0,Public
640824,0,Public
716594,0,Public
1063001,0,Public
675717,1,Public
979842,0,Private
430139,0,Public
1011032,0,Public
772020,0,Private
1031381,0,Private
502105,1,Private
767805,0,Public
693291,0,Public
626172,1,Private
578597,1,Private
738248,0,Private
760388,0,Private
667752,0,Public
1032863,1,Private
502579,0,Public
549595,0,Public
686062,0,Public
634195,1,Private
786104,0,Public
497517,0,Private
693652,0,Public
464114,0,Public
626643,1,Public
510997,0,Public
485998,0,Private
829918,1,Public
591265,0,Public
1059469,0,Public
464263,0,Private
411880,0,Public
254250,0,Public
800132,0,Private
563569,0,Private
651495,0,Private
601037,1,Public
655601,0,Public
324177,0,Private
392826,0,Private
426215,0,Private
815522,0,Public
587559,0,Private
1006158,0,Public
809685,0,Public
631137,0,Private
976704,0,Private
635339,1,Public
800709,0,Public
486673,0,Public
833135,1,Public
997570,0,Private
872394,0,Public
547654,0,Private
1020765,0,Public
1052370,0,Public
470812,0,Private
771778,0,Private
635427,0,Public
606548,0,Public
685376,0,Public
1009082,0,Public
641190,0,Public
711185,0,Public
1016640,0,Public
989623,0,Public
649329,0,Private
214572,0,Public
822548,1,Public
485610,0,Public
388912,0,Private
1049385,0,Public
1056173,0,Public
999879,0,Public
475971,0,Private
611783,0,Public
750425,0,Private
836877,1,Private
439566,0,Public
587520,0,Private
271356,0,Private
562800,0,Public
268855,1,Public
736399,0,Public
596142,0,Private
617879,0,Private
868075,1,Public
601044,0,Private
1057316,0,Public
629731,0,Public
883868,0,Private
792374,0,Public
543579,0,Public
1001335,1,Private
450188,1,Public
501621,0,Private
768774,0,Public
560221,0,Private
1027758,0,Private
649221,0,Public
1059689,0,Private
885252,0,Private
757585,0,Private
409840,0,Private
1017853,0,Private
795873,0,Private
868715,0,Public
686431,0,Private
379549,0,Public
764093,0,Private
400060,1,Public
421740,0,Public
511853,0,Public
571944,0,Public
691030,0,Public
754112,0,Public
725335,1,Public
1046822,0,Public
708862,1,Private
990054,0,Private
402765,0,Public
1065244,0,Private
527205,0,Private
706046,0,Private
734739,0,Private
642767,0,Private
503222,0,Public
1034746,0,Public
580293,0,Private
1017552,0,Private
432766,0,Private
762143,0,Public
605439,0,Public
794690,1,Public
485099,0,Private
545196,0,Public
664309,0,Private
530221,0,Private
503423,0,Public
667595,0,Public
607203,1,Private
628598,0,Private
1063828,0,Private
804971,0,Public
410762,0,Private
667730,1,Public
779346,0,Public
565018,0,Public
711577,1,Public
825965,0,Public
1028694,0,Public
374940,0,Private
1064209,0,Public
1005156,0,Public
364922,1,Private
481122,0,Private
584344,0,Public
436551,0,Public
727113,0,Public
399481,0,Private
814473,0,Public
463133,0,Public
973495,0,Private
1047705,0,Private
536087,1,Private
461675,0,Private
819127,0,Private
822134,0,Private
736365,0,Private
789658,0,Public
387827,1,Public
737288,0,Public
612473,1,Private
363071,0,Private
490988,0,Public
726872,0,Private
849425,0,Private
867178,0,Public
381693,1,Public
648489,0,Private
737579,1,Private
465034,1,Public
565432,0,Public
641529,0,Public
1042617,0,Public
890803,0,Private
1062612,0,Private
833467,0,Private
588714,0,Private
1056865,1,Public
741800,0,Public
450289,0,Private
422630,0,Public
743941,0,Private
1063972,0,Public
498050,0,Public
595945,0,Public
1043970,0,Private
557573,0,Public
822246,0,Private
501398,0,Public
507005,0,Public
452003,0,Private
430027,0,Private
1004695,0,Private
1042854,0,Private
542231,0,Public
660762,0,Public
1064216,0,Public
1019261,1,Public
493573,0,Public
1034179,0,Private
351271,0,Public
749861,0,Private
807176,0,Private
463113,0,Public
1069710,0,Public
618530,0,Public
596439,0,Private
891255,0,Private
556885,0,Private
889797,1,Public
511579,0,Public
232947,0,Private
650525,1,Public
1001258,1,Public
527970,0,Public
482874,0,Public
879508,0,Private
204428,0,Public
874179,0,Private
126788,0,Public
499526,0,Private
617225,0,Private
593875,0,Public
395348,1,Public
127353,0,Private
622449,0,Public
545352,0,Private
981911,0,Private
995714,0,Private
994632,0,Public
528718,0,Private
639441,0,Public
593616,0,Private
491036,0,Private
986582,0,Private
1021379,1,Public
760526,0,Private
811825,0,Public
1047098,0,Private
807954,1,Private
140452,0,Private
607753,0,Private
1029889,0,Private
884544,0,Private
540070,0,Public
365199,1,Public
840315,1,Public
720941,0,Private
603480,0,Public
1066453,0,Private
397943,0,Public
524380,1,Public
771059,1,Private
1007291,0,Public
700285,0,Public
434616,0,Private
219070,0,Private
415886,0,Public
452391,0,Private
686793,0,Public
775865,0,Public
875752,0,Public
666388,0,Public
863605,0,Private
620977,0,Public
973218,0,Public
363853,0,Public
880842,0,Private
666026,0,Public
752196,0,Public
993754,1,Private
469964,0,Private
451877,0,Private
1053817,0,Private
1004168,0,Public
758125,0,Private
815553,0,Public
734373,1,Private
991811,0,Public
501281,0,Private
507532,0,Private
447032,0,Public
510506,0,Private
744388,0,Private
551517,1,Private
521325,0,Private
966932,1,Public
751952,0,Public
715370,0,Private
390268,0,Private
814318,1,Private
500624,0,Public
851930,0,Public
604926,0,Private
646782,0,Public
597351,0,Public
738871,1,Public
548705,1,Public
887079,0,Private
438759,0,Private
601084,1,Public
495919,0,Private
721033,0,Private
398070,0,Public
510532,0,Private
669128,0,Public
524744,0,Private
405494,0,Private
967192,0,Private
600850,0,Private
735439,1,Private
347554,0,Private
732581,0,Private
256365,1,Private
393171,1,Private
425539,0,Private
687289,0,Public
626281,0,Public
774182,0,Private
841875,0,Public
379463,0,Private
557764,0,Private
559541,0,Private
979205,0,Private
471358,0,Public
673307,1,Public
385834,0,Public
495024,0,Public
754480,0,Public
373258,0,Private
1046276,0,Private
881288,0,Private
614768,0,Private
479413,0,Public
1015764,0,Private
952602,0,Private
447890,0,Public
1009772,0,Public
717783,0,Public
997340,0,Private
852089,0,Public
485943,0,Public
493293,0,Public
400238,0,Public
1062895,0,Private
653959,1,Public
869295,0,Private
745526,0,Public
1008068,0,Private
550733,0,Private
679610,0,Private
446277,0,Private
478076,0,Public
738205,1,Public
771296,0,Private
989968,0,Public
987890,1,Private
890643,0,Public
417153,0,Private
602361,1,Public
728966,0,Private
1060951,0,Public
521123,0,Private
477931,0,Private
890172,0,Public
643621,1,Private
874918,0,Private
601451,0,Private
819856,0,Public
1004123,0,Public
599414,0,Private
1067324,1,Private
1064453,0,Private
480840,1,Public
503239,0,Private
523253,0,Public
732219,0,Private
752869,0,Private
609790,0,Public
854208,1,Public
768644,0,Public
814752,0,Public
515231,0,Public
408728,0,Private
228424,0,Private
1049524,0,Public
631310,1,Public
669037,0,Private
850116,1,Public
974285,0,Public
759277,0,Public
996255,1,Public
642859,0,Private
539455,0,Public
683476,0,Public
460779,0,Private
706194,0,Public
1049225,1,Public
618909,0,Public
656487,0,Private
686196,0,Public
1014918,0,Public
1022034,0,Public
815149,0,Public
529449,0,Private
839583,0,Public
1031138,0,Private
534914,0,Private
481682,0,Public
497075,1,Private
529739,0,Public
647699,1,Public
1063485,0,Public
862401,0,Private
362236,0,Public
1055696,0,Public
815170,1,Public
740909,0,Public
609585,0,Public
513146,0,Public
457034,0,Private
796760,0,Public
384227,0,Private
635885,0,Private
667193,0,Private
814147,0,Public
576792,0,Public
554615,0,Public
1057615,0,Private
640452,1,Public
763360,0,Private
1003434,0,Private
782026,0,Private
1000468,1,Public
1014091,0,Private
465138,1,Private
825061,0,Public
553732,1,Public
481794,0,Private
812172,0,Private
972974,0,Private
704705,0,Private
377195,0,Private
550886,0,Public
974047,0,Public
586685,0,Private
771377,1,Public
546223,0,Private
608856,0,Private
716761,0,Public
619941,0,Private
376969,0,Public
487918,0,Public
673667,0,Private
494462,0,Public
877992,0,Public
635202,0,Private
543208,1,Public
791885,0,Private
678894,0,Private
650721,0,Private
841730,0,Private
358695,0,Private
880478,0,Public
492896,0,Public
550912,0,Private
992362,0,Public
635101,0,Private
417992,0,Public
481202,0,Private
781559,0,Private
757196,0,Private
726611,0,Public
713504,0,Public
439686,0,Private
721018,0,Public
1028591,1,Public
1033663,0,Public
554253,0,Private
642821,0,Public
422481,0,Private
348900,0,Public
716253,0,Public
1014584,1,Public
809713,0,Private
471556,0,Private
758575,0,Private
1014850,0,Private
467056,0,Public
496493,0,Private
445914,0,Public
435909,0,Public
566037,0,Public
793772,1,Private
494512,0,Private
1066503,1,Private
592470,0,Public
935790,0,Private
704571,0,Private
548241,1,Public
549906,0,Private
747011,0,Private
986708,1,Private
459069,0,Private
822138,1,Private
811822,0,Public
847836,1,Public
116582,0,Private
569389,0,Public
450048,0,Private
701694,0,Private
682053,0,Public
1053090,1,Private
819265,0,Private
632591,0,Public
371589,0,Private
871927,0,Private
428096,0,Private
1038341,0,Public
493942,0,Public
764940,1,Public
1017792,0,Public
1069410,1,Public
989257,0,Public
1002894,1,Private
372621,0,Private
769653,0,Private
896950,0,Private
607617,0,Public
986300,0,Private
1017697,1,Public
387823,1,Public
1048215,1,Private
664561,0,Private
722974,0,Private
642776,0,Private
405708,0,Private
273165,1,Public
759418,0,Public
126287,0,Public
994486,0,Public
541802,0,Public
772558,0,Public
582960,0,Public
671962,0,Private
632896,0,Private
1031599,0,Private
871693,0,Private
600549,0,Public
549115,0,Public
378804,0,Public
628630,0,Private
599963,0,Private
852764,0,Private
890232,0,Private
352752,0,Private
890704,0,Private
807393,0,Private
447444,0,Private
488545,0,Private
621266,0,Public
555531,0,Public
723797,0,Private
887633,0,Public
644248,0,Private
724995,0,Public
527233,0,Public
667850,0,Public
761596,0,Public
666970,0,Private
473891,0,Public
669239,0,Public
545602,0,Public
796685,0,Private
768194,0,Public
455682,0,Public
662604,0,Public
499044,0,Private
666729,0,Private
371681,0,Public
575351,0,Private
590869,1,Private
1048800,0,Private
884304,0,Private
525483,0,Public
550442,0,Public
365939,0,Private
605789,0,Public
754240,0,Private
714579,1,Public
802932,0,Private
1038322,0,Private
666719,0,Public
380920,0,Public
696203,0,Public
623284,0,Private
243406,0,Public
527852,0,Public
531728,0,Public
851074,0,Public
749589,0,Private
479572,0,Public
411549,0,Private
875994,0,Private
918617,1,Private
891766,0,Public
386469,0,Public
214968,0,Public
777239,0,Public
1000033,0,Public
660531,0,Private
379589,0,Public
1014580,0,Private
512756,0,Private
598992,0,Public
462318,1,Public
642240,0,Public
558437,0,Private
1059486,1,Public
542873,0,Public
894457,0,Private
596988,0,Private
367643,0,Public
361295,0,Private
394873,0,Private
811100,0,Private
742001,0,Public
455098,0,Public
891558,1,Public
445200,0,Public
853087,0,Public
360407,0,Public
366620,0,Private
496201,0,Public
795696,0,Private
553429,0,Public
786033,0,Private
462643,0,Private
453361,0,Public
502120,0,Public
741468,0,Private
421374,0,Private
774336,0,Private
475957,0,Public
378905,0,Private
976084,0,Private
485032,1,Private
579151,0,Private
856646,0,Private
512697,0,Public
721453,0,Private
630053,0,Private
458797,1,Public
503209,0,Public
654915,0,Public
648818,0,Private
535094,0,Public
805501,0,Public
642783,0,Public
717638,0,Public
706518,1,Public
614157,0,Public
985311,0,Public
802068,1,Public
969536,0,Private
427030,0,Public
749319,0,Public
1041683,0,Public
893809,0,Private
512236,1,Public
498368,0,Public
643393,0,Private
866088,0,Public
972560,0,Private
1025583,1,Private
1000288,0,Private
697999,1,Public
1065180,0,Public
747777,0,Private
785219,1,Private
882370,0,Public
571830,0,Private
491988,0,Public
968808,0,Public
710332,0,Private
484041,0,Public
855737,0,Public
998112,0,Private
475165,0,Public
892074,0,Public
550427,0,Private
729609,0,Public
994159,0,Public
867848,0,Public
635182,0,Public
590129,0,Private
476435,0,Public
633116,0,Private
777138,0,Public
877221,0,Public
349212,0,Private
534548,0,Private
790499,1,Private
861889,1,Private
1005144,0,Private
583359,0,Private
476238,0,Private
864577,0,Private
539053,0,Private
864241,0,Public
595312,0,Private
445134,1,Public
850534,0,Private
495834,0,Public
608640,1,Public
616251,0,Public
468810,0,Public
692772,0,Private
637696,1,Private
776165,0,Public
443682,0,Private
1009214,0,Private
634825,0,Private
1018943,0,Private
524899,0,Public
730450,0,Private
1038609,1,Public
408192,0,Private
783731,0,Public
637206,0,Public
867416,1,Private
872908,0,Private
670475,1,Public
856703,0,Public
1060753,0,Private
361713,0,Private
614530,0,Public
1058203,0,Public
782264,0,Private
879277,0,Public
497261,0,Public
595465,0,Private
701309,1,Public
767586,0,Private
467940,0,Public
781839,0,Private
499715,0,Public
376621,0,Public
610259,0,Public
1024806,0,Private
734223,0,Public
1035817,1,Private
820865,0,Public
1042384,0,Public
946905,0,Private
1056831,0,Private
411755,1,Public
781660,0,Public
672324,0,Private
559328,0,Public
491032,0,Private
869602,0,Public
676546,1,Public
695520,0,Public
563700,1,Private
572823,0,Private
602049,0,Public
713465,0,Public
841379,0,Public
352549,0,Private
807120,0,Private
862013,0,Public
765479,1,Public
1042541,0,Private
699661,0,Private
547965,0,Private
766515,1,Private
577254,0,Private
721057,0,Public
719044,0,Private
762894,0,Public
373874,0,Private
978766,0,Public
1069697,0,Private
748880,0,Public
757012,0,Public
501172,0,Private
1015326,0,Private
580913,0,Private
866699,0,Private
516515,0,Public
916491,0,Public
698536,0,Public
711870,0,Public
625841,0,Public
778747,0,Public
703022,1,Public
851224,0,Public
481277,0,Private
502013,0,Private
828169,1,Public
701962,0,Public
829630,0,Private
1064926,0,Private
633533,0,Public
705548,0,Private
666941,0,Private
1041490,0,Private
853805,0,Public
675933,0,Private
448720,0,Public
387195,0,Public
586329,0,Public
654898,1,Public
750630,0,Public
759441,0,Public
841482,0,Private
461745,0,Private
1068475,0,Public
773677,0,Public
709112,0,Public
616492,0,Private
695296,1,Public
765692,0,Private
568725,0,Public
856108,0,Private
807069,0,Public
884064,1,Private
834329,0,Public
490640,0,Private
648648,0,Private
1040872,0,Public
623448,0,Public
352590,0,Public
519930,0,Private
463412,0,Public
376209,0,Private
509599,0,Public
809799,0,Private
462906,0,Private
556844,0,Private
628731,0,Private
476088,0,Public
422759,0,Private
865674,0,Private
863853,1,Public
509666,0,Public
488999,0,Private
750488,0,Private
436294,0,Public
880539,0,Private
442500,0,Private
740583,0,Private
502595,0,Public
635637,0,Public
759448,0,Private
400097,0,Public
558828,0,Private
969844,0,Private
703843,0,Private
664618,0,Private
371029,0,Private
803178,1,Private
842964,0,Public
685525,0,Public
699027,0,Private
213020,0,Public
516124,0,Public
645651,0,Public
688733,0,Private
741664,0,Private
674225,0,Public
598886,0,Public
776949,0,Private
425642,0,Private
537441,0,Public
644482,0,Private
448303,0,Public
792865,1,Public
688914,0,Public
1032334,1,Public
602751,0,Private
517250,0,Private
885196,0,Private
651535,0,Public
736324,0,Private
486897,1,Public
542652,0,Private
879412,0,Private
1039098,0,Public
620611,0,Private
575602,0,Private
623589,0,Public
716635,0,Public
403199,0,Public
837233,0,Private
495388,0,Public
746486,0,Private
853571,1,Public
460147,0,Public
1049562,1,Private
605547,0,Private
597681,0,Private
588136,0,Private
995717,0,Private
155780,0,Private
651923,0,Private
775332,0,Public
402807,0,Public
977232,0,Public
966311,0,Private
